"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C03137V03789","Type of Cattle","C02196V04140","Region and County","UNIT","VALUE"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE06210","Louth","000 Head","12.4"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE06211","Meath","000 Head","40.7"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE06215","Wicklow","000 Head","23.6"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE063","Midland","000 Head","141.5"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE06308","Laois","000 Head","35.4"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE06309","Longford","000 Head","28"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE06312","Offaly","000 Head","34.4"
"AAA10","Number of Cattle in June","2016","2016","03","Other cows","IE06313","Westmeath","000 Head","43.6"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","-","State","000 Head","56.3"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE04","Northern and Western","000 Head","18.1"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE041","Border","000 Head","8.5"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE04128","Leitrim","000 Head","1"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE04131","Sligo","000 Head","1.1"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE04132","Cavan","000 Head","2.4"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE04133","Donegal","000 Head","2.1"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE04134","Monaghan","000 Head","1.9"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE042","West","000 Head","9.6"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE04225","Galway","000 Head","4.3"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE04229","Mayo","000 Head","3"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE04230","Roscommon","000 Head","2.3"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE05","Southern","000 Head","27.6"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE051","Mid-West","000 Head","10.6"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE05116","Clare","000 Head","3.5"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE05118","Limerick","000 Head","2.9"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE05122","Tipperary","000 Head","4.2"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE052","South-East","000 Head","6.6"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE05201","Carlow","000 Head","0.8"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE05207","Kilkenny","000 Head","2.2"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE05214","Wexford","000 Head","1.9"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE05225","Waterford","000 Head","1.7"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE053","South-West","000 Head","10.4"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE05316","Cork","000 Head","7.4"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE05319","Kerry","000 Head","3"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE06","Eastern and Midland","000 Head","10.6"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE061","Dublin","000 Head","0.1"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE06106","Dublin and Mid-East","000 Head","4.5"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE06206","Kildare","000 Head","1"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE06210","Louth","000 Head","0.6"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE06211","Meath","000 Head","1.8"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE06215","Wicklow","000 Head","1.1"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE063","Midland","000 Head","6"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE06308","Laois","000 Head","1.7"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE06309","Longford","000 Head","1.2"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE06312","Offaly","000 Head","1.5"
"AAA10","Number of Cattle in June","2016","2016","04","Bulls","IE06313","Westmeath","000 Head","1.6"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","-","State","000 Head","697.1"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE04","Northern and Western","000 Head","174.2"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE041","Border","000 Head","68.1"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE04128","Leitrim","000 Head","4.1"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE04131","Sligo","000 Head","11.2"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE04132","Cavan","000 Head","17.8"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE04133","Donegal","000 Head","14.2"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE04134","Monaghan","000 Head","20.8"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE042","West","000 Head","106.1"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE04225","Galway","000 Head","51.9"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE04229","Mayo","000 Head","28.6"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE04230","Roscommon","000 Head","25.6"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE05","Southern","000 Head","326.2"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE051","Mid-West","000 Head","140.2"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE05116","Clare","000 Head","27.2"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE05118","Limerick","000 Head","42.4"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE05122","Tipperary","000 Head","70.5"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE052","South-East","000 Head","85.4"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE05201","Carlow","000 Head","9.7"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE05207","Kilkenny","000 Head","32.5"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE05214","Wexford","000 Head","21.6"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE05225","Waterford","000 Head","21.6"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE053","South-West","000 Head","100.6"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE05316","Cork","000 Head","77.1"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE05319","Kerry","000 Head","23.5"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE06","Eastern and Midland","000 Head","196.7"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE061","Dublin","000 Head","3.5"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE06106","Dublin and Mid-East","000 Head","95"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE06206","Kildare","000 Head","22.4"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE06210","Louth","000 Head","13"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE06211","Meath","000 Head","45.9"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE06215","Wicklow","000 Head","10.2"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE063","Midland","000 Head","101.8"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE06308","Laois","000 Head","26.8"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE06309","Longford","000 Head","13.7"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE06312","Offaly","000 Head","30.5"
"AAA10","Number of Cattle in June","2016","2016","05","Cattle: 2 years and over","IE06313","Westmeath","000 Head","30.8"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","-","State","000 Head","372.7"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE04","Northern and Western","000 Head","77.5"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE041","Border","000 Head","26.5"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE04128","Leitrim","000 Head","0.8"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE04131","Sligo","000 Head","4.2"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE04132","Cavan","000 Head","6.9"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE04133","Donegal","000 Head","5.5"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE04134","Monaghan","000 Head","9"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE042","West","000 Head","51"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE04225","Galway","000 Head","26.5"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE04229","Mayo","000 Head","12.5"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE04230","Roscommon","000 Head","12"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE05","Southern","000 Head","190"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE051","Mid-West","000 Head","85.8"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE05116","Clare","000 Head","14.5"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE05118","Limerick","000 Head","25.9"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE05122","Tipperary","000 Head","45.4"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE052","South-East","000 Head","50.2"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE05201","Carlow","000 Head","5.1"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE05207","Kilkenny","000 Head","21.2"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE05214","Wexford","000 Head","10.3"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE05225","Waterford","000 Head","13.6"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE053","South-West","000 Head","54.1"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE05316","Cork","000 Head","43.4"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE05319","Kerry","000 Head","10.7"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE06","Eastern and Midland","000 Head","105.2"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE061","Dublin","000 Head","1.3"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE06106","Dublin and Mid-East","000 Head","50.9"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE06206","Kildare","000 Head","14"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE06210","Louth","000 Head","6.7"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE06211","Meath","000 Head","24.4"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE06215","Wicklow","000 Head","4.4"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE063","Midland","000 Head","54.3"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE06308","Laois","000 Head","16.1"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE06309","Longford","000 Head","7.4"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE06312","Offaly","000 Head","15.5"
"AAA10","Number of Cattle in June","2016","2016","06","Cattle male: 2 years and over","IE06313","Westmeath","000 Head","15.3"
"AAA10","Number of Cattle in June","2016","2016","07","Cattle female: 2 years and over","-","State","000 Head","324.4"
"AAA10","Number of Cattle in June","2016","2016","07","Cattle female: 2 years and over","IE04","Northern and Western","000 Head","96.8"
"AAA10","Number of Cattle in June","2016","2016","07","Cattle female: 2 years and over","IE041","Border","000 Head","41.7"
"AAA10","Number of Cattle in June","2016","2016","07","Cattle female: 2 years and over","IE04128","Leitrim","000 Head","3.3"
"AAA10","Number of Cattle in June","2016","2016","07","Cattle female: 2 years and over","IE04131","Sligo","000 Head","7"
"AAA10","Number of Cattle in June","2016","2016","07","Cattle female: 2 years and over","IE04132","Cavan","000 Head","10.8"
"AAA10","Number of Cattle in June","2016","2016","07","Cattle female: 2 years and over","IE04133","Donegal","000 Head","8.7"
"AAA10","Number of Cattle in June","2016","2016","07","Cattle female: 2 years and over","IE04134","Monaghan","000 Head","11.8"
"AAA10","Number of Cattle in June","2016","2016","07","Cattle female: 2 years and over","IE042","West","000 Head","55.1"
